Gene_ID	GeneSymbol	Transcript_ID
ENSG00000207776	MIR551A	ENST00000385042
ENSG00000238260	ENSG00000238260	ENST00000688510
ENSG00000158109	TPRG1L	ENST00000378344
ENSG00000116213	WRAP73	ENST00000270708
ENSG00000078900	TP73	ENST00000378295
ENSG00000227589	TP73-AS3	ENST00000443034
ENSG00000235131	TP73-AS2	ENST00000416554
ENSG00000227372	TP73-AS1	ENST00000637775
ENSG00000276189	ENSG00000276189	ENST00000611447
ENSG00000162592	CCDC27	ENST00000294600
ENSG00000235169	SMIM1	ENST00000642557
ENSG00000130764	LRRC47	ENST00000378251
ENSG00000266075	RN7SL574P	ENST00000581512
ENSG00000272153	ENSG00000272153	ENST00000607459
ENSG00000116198	CEP104	ENST00000378230
ENSG00000169598	DFFB	ENST00000378209
ENSG00000198912	C1orf174	ENST00000361605
ENSG00000236423	LINC01134	ENST00000442673
ENSG00000233304	LINC01346	ENST00000412674
ENSG00000226374	LINC01345	ENST00000635247
ENSG00000284668	LINC02780	ENST00000642026
ENSG00000284703	ENSG00000284703	ENST00000642139
ENSG00000229280	EEF1DP6	ENST00000449232
ENSG00000235054	LINC01777	ENST00000635002
ENSG00000284694	ENSG00000284694	ENST00000641472
ENSG00000227169	ENSG00000227169	ENST00000438791
ENSG00000232596	LINC01646	ENST00000634256
ENSG00000196581	AJAP1	ENST00000378191
ENSG00000287586	ENSG00000287586	ENST00000661891
ENSG00000284739	ENSG00000284739	ENST00000641254
ENSG00000284674	LINC02781	ENST00000641403
ENSG00000231510	LINC02782	ENST00000443270
ENSG00000284616	ENSG00000284616	ENST00000641871
ENSG00000284692	ENSG00000284692	ENST00000641426
ENSG00000284666	ENSG00000284666	ENST00000641583
ENSG00000260972	ENSG00000260972	ENST00000564261
ENSG00000283356	ENSG00000283356	ENST00000637697
ENSG00000236948	ENSG00000236948	ENST00000637702
ENSG00000264341	ENSG00000264341	ENST00000579887
ENSG00000264101	MIR4689	ENST00000582517
ENSG00000131697	NPHP4	ENST00000378156
ENSG00000069424	KCNAB2	ENST00000378083
ENSG00000116254	CHD5	ENST00000262450
ENSG00000285629	ENSG00000285629	ENST00000484532
ENSG00000116251	RPL22	ENST00000234875
ENSG00000226944	RNF207-AS1	ENST00000455744
ENSG00000158286	RNF207	ENST00000377939
ENSG00000116237	ICMT	ENST00000343813
ENSG00000225077	LINC00337	ENST00000650463
ENSG00000173673	HES3	ENST00000377898
ENSG00000158292	GPR153	ENST00000377893
ENSG00000097021	ACOT7	ENST00000361521
ENSG00000271746	ENSG00000271746	ENST00000607670
ENSG00000069812	HES2	ENST00000377834
ENSG00000187017	ESPN	ENST00000645284
ENSG00000265392	MIR4252	ENST00000585139
ENSG00000231868	ENSG00000231868	ENST00000419034
ENSG00000215788	TNFRSF25	ENST00000356876
ENSG00000171680	PLEKHG5	ENST00000377728
ENSG00000162408	NOL9	ENST00000377705
ENSG00000253022	RNU6-731P	ENST00000517213
ENSG00000229519	ENSG00000229519	ENST00000456162
ENSG00000173662	TAS1R1	ENST00000333172
ENSG00000204859	ZBTB48	ENST00000377674
ENSG00000162413	KLHL21	ENST00000377658
ENSG00000116273	PHF13	ENST00000377648
ENSG00000041988	THAP3	ENST00000054650
ENSG00000007923	DNAJC11	ENST00000377577
ENSG00000228750	LINC01672	ENST00000414210
ENSG00000284744	ENSG00000284744	ENST00000641757
ENSG00000237436	CAMTA1-DT	ENST00000442889
ENSG00000171735	CAMTA1	ENST00000303635
ENSG00000227950	ENSG00000227950	ENST00000433407
ENSG00000237365	ENSG00000237365	ENST00000456701
ENSG00000207056	RNU1-8P	ENST00000384328
ENSG00000237402	CAMTA1-IT1	ENST00000427317
ENSG00000237728	CAMTA1-AS2	ENST00000618051
ENSG00000225126	CAMTA1-AS1	ENST00000440032
ENSG00000270171	ENSG00000270171	ENST00000602640
ENSG00000270035	ENSG00000270035	ENST00000602973
ENSG00000269978	ENSG00000269978	ENST00000602916
ENSG00000049245	VAMP3	ENST00000054666
ENSG00000269925	ENSG00000269925	ENST00000602406
ENSG00000049246	PER3	ENST00000377532
ENSG00000236266	ENSG00000236266	ENST00000451646
ENSG00000049247	UTS2	ENST00000361696
ENSG00000049249	TNFRSF9	ENST00000377507
ENSG00000270330	ENSG00000270330	ENST00000603760
ENSG00000116288	PARK7	ENST00000338639
ENSG00000200344	Y_RNA	ENST00000363474
ENSG00000284747	ENSG00000284747	ENST00000641354
ENSG00000284716	ENSG00000284716	ENST00000641100
ENSG00000116285	ERRFI1	ENST00000377482
ENSG00000238290	ENSG00000238290	ENST00000445300
ENSG00000232848	ENSG00000232848	ENST00000399343
ENSG00000229305	ENSG00000229305	ENST00000453364
ENSG00000288816	ENSG00000288816	ENST00000684850
ENSG00000227634	LINC01714	ENST00000670361
ENSG00000200975	RNU1-7P	ENST00000364105
ENSG00000233645	ENSG00000233645	ENST00000424689
ENSG00000251977	RNU6-991P	ENST00000516168
ENSG00000162426	SLC45A1	ENST00000471889
ENSG00000252254	Y_RNA	ENST00000516445
ENSG00000142599	RERE	ENST00000400908
ENSG00000232912	RERE-AS1	ENST00000449895
ENSG00000221083	ENSG00000221083	ENST00000408156
ENSG00000270282	ENSG00000270282	ENST00000605785
ENSG00000234619	RPL7P11	ENST00000437586
ENSG00000224315	RPL7P7	ENST00000428803
ENSG00000222511	Y_RNA	ENST00000410579
ENSG00000226545	ENSG00000226545	ENST00000445254
ENSG00000228423	ENSG00000228423	ENST00000433876
ENSG00000229716	RPL23AP19	ENST00000436229
ENSG00000074800	ENO1	ENST00000234590
ENSG00000274258	MIR6728	ENST00000618792
ENSG00000230679	ENO1-AS1	ENST00000442636
ENSG00000201725	RNU6-304P	ENST00000364855
ENSG00000238249	HMGN2P17	ENST00000425872
ENSG00000232208	ENSG00000232208	ENST00000424862
ENSG00000232663	ENSG00000232663	ENST00000431968
ENSG00000131686	CA6	ENST00000377443
ENSG00000265141	RN7SL451P	ENST00000583026
ENSG00000197241	SLC2A7	ENST00000400906
ENSG00000142583	SLC2A5	ENST00000377424
ENSG00000252404	ENSG00000252404	ENST00000516595
ENSG00000180758	GPR157	ENST00000377411
ENSG00000228526	MIR34AHG	ENST00000635687
ENSG00000284357	MIR34A	ENST00000385130
ENSG00000234546	LNCTAM34A	ENST00000635271
ENSG00000049239	H6PD	ENST00000377403
ENSG00000171621	SPSB1	ENST00000328089
ENSG00000284652	ENSG00000284652	ENST00000641006
ENSG00000284693	LINC02606	ENST00000641940
ENSG00000252956	RNA5SP40	ENST00000517147
ENSG00000235263	ENSG00000235263	ENST00000441033
ENSG00000171612	SLC25A33	ENST00000302692
ENSG00000231181	ENSG00000231181	ENST00000435277
ENSG00000188807	TMEM201	ENST00000340381
ENSG00000171608	PIK3CD	ENST00000377346
ENSG00000179840	PIK3CD-AS1	ENST00000377320
ENSG00000233268	ENSG00000233268	ENST00000426570
ENSG00000231789	PIK3CD-AS2	ENST00000415330
ENSG00000171603	CLSTN1	ENST00000377298
ENSG00000271264	MZT1P1	ENST00000603781
ENSG00000280113	ENSG00000280113	ENST00000639753
ENSG00000178585	CTNNBIP1	ENST00000377263
ENSG00000223989	ENSG00000223989	ENST00000454104
ENSG00000285701	ENSG00000285701	ENST00000648956
ENSG00000162441	LZIC	ENST00000377223
ENSG00000228150	ENSG00000228150	ENST00000445884
ENSG00000173614	NMNAT1	ENST00000377205
ENSG00000202415	RN7SKP269	ENST00000365545
ENSG00000283611	TMEM274P	ENST00000636827
ENSG00000265521	MIR5697	ENST00000578045
ENSG00000241326	ENSG00000241326	ENST00000413148
ENSG00000162444	RBP7	ENST00000294435
ENSG00000130939	UBE4B	ENST00000343090
ENSG00000224340	ENSG00000224340	ENST00000456484
ENSG00000233623	PGAM1P11	ENST00000416729
ENSG00000201746	RNU6-828P	ENST00000364876
ENSG00000054523	KIF1B	ENST00000676179
ENSG00000264881	ENSG00000264881	ENST00000577266
ENSG00000199562	RNU6-37P	ENST00000362692
ENSG00000264501	RN7SL731P	ENST00000584329
ENSG00000284735	ENSG00000284735	ENST00000641495
ENSG00000284642	ENSG00000284642	ENST00000641335
ENSG00000142657	PGD	ENST00000270776
ENSG00000271989	ENSG00000271989	ENST00000607572
ENSG00000251503	CENPS-CORT	ENST00000602787
ENSG00000175279	CENPS	ENST00000309048
ENSG00000241563	CORT	ENST00000377049
ENSG00000160049	DFFA	ENST00000377038
ENSG00000203469	ENSG00000203469	ENST00000424487
ENSG00000142655	PEX14	ENST00000356607
ENSG00000287727	ENSG00000287727	ENST00000663738
ENSG00000243267	RN7SL614P	ENST00000461850
ENSG00000130940	CASZ1	ENST00000377022
ENSG00000272078	ENSG00000272078	ENST00000606802
ENSG00000225158	HSPE1P24	ENST00000450782
ENSG00000175262	C1orf127	ENST00000377004
ENSG00000215785	CFL1P6	ENST00000400899
ENSG00000120948	TARDBP	ENST00000240185
ENSG00000009724	MASP2	ENST00000400897
ENSG00000116649	SRM	ENST00000376957
ENSG00000171824	EXOSC10	ENST00000376936
ENSG00000226849	ENSG00000226849	ENST00000452378
ENSG00000230337	EXOSC10-AS1	ENST00000435388
ENSG00000198793	MTOR	ENST00000361445
ENSG00000225602	MTOR-AS1	ENST00000445982
ENSG00000253086	RNU6-537P	ENST00000517277
ENSG00000171819	ANGPTL7	ENST00000376819
ENSG00000207451	RNU6-291P	ENST00000384720
ENSG00000238173	RPL39P6	ENST00000448289
ENSG00000120942	UBIAD1	ENST00000376810
ENSG00000238199	UBE2V2P3	ENST00000433562
ENSG00000284646	ENSG00000284646	ENST00000641979
ENSG00000224338	MTCYBP45	ENST00000435243
ENSG00000204624	DISP3	ENST00000294484
ENSG00000285833	ENSG00000285833	ENST00000649975
ENSG00000235643	LINC01647	ENST00000453135
ENSG00000284708	ENSG00000284708	ENST00000642131
ENSG00000116661	FBXO2	ENST00000354287
ENSG00000132879	FBXO44	ENST00000251547
ENSG00000116663	FBXO6	ENST00000376753
ENSG00000116670	MAD2L2	ENST00000376692
ENSG00000162490	DRAXIN	ENST00000294485
ENSG00000177674	AGTRAP	ENST00000314340
ENSG00000215910	C1orf167	ENST00000688073
ENSG00000177553	C1orf167-AS1	ENST00000376620
ENSG00000177000	MTHFR	ENST00000376590
ENSG00000011021	CLCN6	ENST00000346436
ENSG00000276470	ENSG00000276470	ENST00000622391
ENSG00000278852	ENSG00000278852	ENST00000618496
ENSG00000175206	NPPA	ENST00000376480
ENSG00000275915	ENSG00000275915	ENST00000617059
ENSG00000120937	NPPB	ENST00000376468
ENSG00000224904	SBF1P2	ENST00000438808
ENSG00000285646	ENSG00000285646	ENST00000660618
ENSG00000199347	RNU5E-1	ENST00000362477
ENSG00000201801	RNU5E-4P	ENST00000364931
ENSG00000116685	KIAA2013	ENST00000376572
ENSG00000083444	PLOD1	ENST00000196061
ENSG00000287384	ENSG00000287384	ENST00000660216
ENSG00000116688	MFN2	ENST00000235329
ENSG00000270914	ENSG00000270914	ENST00000603287
ENSG00000116691	MIIP	ENST00000235332
ENSG00000202461	Y_RNA	ENST00000365591
ENSG00000276869	MIR6729	ENST00000618194
ENSG00000243539	RN7SL649P	ENST00000496974
ENSG00000120949	TNFRSF8	ENST00000263932
ENSG00000201135	RNU6-777P	ENST00000364265
ENSG00000227875	RPL23AP89	ENST00000439324
ENSG00000285604	ENSG00000285604	ENST00000647616
ENSG00000283789	MIR7846	ENST00000622420
ENSG00000028137	TNFRSF1B	ENST00000376259
ENSG00000263676	MIR4632	ENST00000584158
ENSG00000225196	RPL10P17	ENST00000453852
ENSG00000252969	SNORA70	ENST00000517160
ENSG00000048707	VPS13D	ENST00000620676
ENSG00000239149	SNORA59A	ENST00000459326
ENSG00000229484	LINC02766	ENST00000688646
ENSG00000162496	DHRS3	ENST00000616661
ENSG00000221340	RNU6ATAC18P	ENST00000408413
ENSG00000276830	MIR6730	ENST00000622213
ENSG00000288927	ENSG00000288927	ENST00000688638
ENSG00000272482	ENSG00000272482	ENST00000606790
ENSG00000204518	AADACL4	ENST00000376221
ENSG00000226166	ENSG00000226166	ENST00000436879
ENSG00000188984	AADACL3	ENST00000359318
ENSG00000157330	C1orf158	ENST00000614859
ENSG00000116726	PRAMEF12	ENST00000357726
ENSG00000116721	PRAMEF1	ENST00000332296
ENSG00000228338	LINC01784	ENST00000438401
ENSG00000239810	PRAMEF11	ENST00000619922
ENSG00000231103	PRAMEF30P	ENST00000438176
ENSG00000179172	HNRNPCL1	ENST00000317869
ENSG00000120952	PRAMEF2	ENST00000240189
ENSG00000243073	PRAMEF4	ENST00000235349
ENSG00000187545	PRAMEF10	ENST00000235347
ENSG00000204510	PRAMEF7	ENST00000330881
ENSG00000207434	RNU6-1072P	ENST00000384703
ENSG00000234064	PRAMEF29P	ENST00000418187
ENSG00000232423	PRAMEF6	ENST00000376189
ENSG00000274178	PRAMEF28P	ENST00000610289
ENSG00000274764	PRAMEF27	ENST00000436041
ENSG00000277058	HNRNPCL3	ENST00000617807
ENSG00000229571	PRAMEF25	ENST00000619661
ENSG00000277862	PRAMEF34P	ENST00000611860
ENSG00000236179	PRAMEF35P	ENST00000458709
ENSG00000275774	HNRNPCL2	ENST00000621994
ENSG00000229978	PRAMEF36P	ENST00000448180
ENSG00000233336	ENSG00000233336	ENST00000437631
ENSG00000280267	PRAMEF26	ENST00000624207
ENSG00000179412	HNRNPCL4	ENST00000323770
ENSG00000204505	PRAMEF9	ENST00000415919
ENSG00000279169	PRAMEF13	ENST00000625019
ENSG00000279804	PRAMEF18	ENST00000624297
ENSG00000250894	PRAMEF31P	ENST00000504262
ENSG00000270601	PRAMEF5	ENST00000622421
ENSG00000231219	PRAMEF32P	ENST00000431596
ENSG00000207511	RNU6-771P	ENST00000384780
ENSG00000182330	PRAMEF8	ENST00000357367
ENSG00000237700	PRAMEF33	ENST00000437300
ENSG00000204501	PRAMEF15	ENST00000376152
ENSG00000228229	ENSG00000228229	ENST00000432559
ENSG00000204481	PRAMEF14	ENST00000334600
ENSG00000204480	PRAMEF19	ENST00000376101
ENSG00000204479	PRAMEF17	ENST00000376098
ENSG00000204478	PRAMEF20	ENST00000602960
ENSG00000162494	LRRC38	ENST00000376085
ENSG00000259961	ENSG00000259961	ENST00000563570
ENSG00000215909	BRWD1P1	ENST00000401091
ENSG00000162493	PDPN	ENST00000621990
ENSG00000222952	RNA5SP41	ENST00000411020
ENSG00000237445	ENSG00000237445	ENST00000441809
ENSG00000253085	ENSG00000253085	ENST00000517276
ENSG00000116731	PRDM2	ENST00000311066
ENSG00000289380	ENSG00000289380	ENST00000690275
ENSG00000189337	KAZN	ENST00000376030
ENSG00000252151	RNU6-1265P	ENST00000516342
ENSG00000231606	ENSG00000231606	ENST00000449215
ENSG00000234593	KAZN-AS1	ENST00000666654
ENSG00000235829	TBCAP2	ENST00000416175
ENSG00000287756	ENSG00000287756	ENST00000666715
ENSG00000175147	TMEM51-AS1	ENST00000310916
ENSG00000171729	TMEM51	ENST00000376008
ENSG00000204464	TMEM51-AS2	ENST00000424792
ENSG00000215720	MFFP1	ENST00000400795
ENSG00000278480	ZBTB2P1	ENST00000612442
ENSG00000142621	FHAD1	ENST00000688493
ENSG00000233485	FHAD1-AS1	ENST00000428747
ENSG00000236045	ENSG00000236045	ENST00000439788
ENSG00000228140	ENSG00000228140	ENST00000427824
ENSG00000142634	EFHD2	ENST00000375980
ENSG00000162438	CTRC	ENST00000375949
ENSG00000142615	CELA2A	ENST00000359621
ENSG00000215704	CELA2B	ENST00000375910
ENSG00000132906	CASP9	ENST00000333868
ENSG00000116138	DNAJC16	ENST00000375847
ENSG00000251866	SCARNA21B	ENST00000516057
ENSG00000272510	ENSG00000272510	ENST00000606186
ENSG00000116771	AGMAT	ENST00000375826
ENSG00000237301	ENSG00000237301	ENST00000428945
ENSG00000235084	CHCHD2P6	ENST00000454346
ENSG00000252417	RNU7-179P	ENST00000516608
ENSG00000236500	CD24P1	ENST00000422383
ENSG00000197312	DDI2	ENST00000480945
ENSG00000215695	RSC1A1	ENST00000345034
ENSG00000271742	ENSG00000271742	ENST00000606262
ENSG00000116786	PLEKHM2	ENST00000375799
ENSG00000237938	ENSG00000237938	ENST00000453804
ENSG00000162461	SLC25A34	ENST00000294454
ENSG00000224459	SLC25A34-AS1	ENST00000418525
ENSG00000162460	TMEM82	ENST00000375782
ENSG00000162458	FBLIM1	ENST00000375766
ENSG00000224321	RPL12P14	ENST00000431782
ENSG00000233954	UQCRHL	ENST00000483273
ENSG00000178715	ENSG00000178715	ENST00000321418
ENSG00000179743	FLJ37453	ENST00000317122
ENSG00000065526	SPEN	ENST00000375759
ENSG00000270620	ENSG00000270620	ENST00000604816
ENSG00000116809	ZBTB17	ENST00000375743
ENSG00000234607	ENSG00000234607	ENST00000416882
ENSG00000231353	ENSG00000231353	ENST00000424379
ENSG00000275503	ENSG00000275503	ENST00000613591
ENSG00000224966	TBC1D3P6	ENST00000505954
ENSG00000183888	SRARP	ENST00000329454
ENSG00000233078	ENSG00000233078	ENST00000437156
ENSG00000173641	HSPB7	ENST00000311890
ENSG00000186510	CLCNKA	ENST00000331433
ENSG00000232456	ENSG00000232456	ENST00000447882
ENSG00000184908	CLCNKB	ENST00000375679
ENSG00000185519	FAM131C	ENST00000375662
ENSG00000142627	EPHA2	ENST00000358432
ENSG00000227959	ENSG00000227959	ENST00000424774
ENSG00000224621	ENSG00000224621	ENST00000426353
ENSG00000234166	ARHGEF19-AS1	ENST00000457809
ENSG00000142632	ARHGEF19	ENST00000270747
ENSG00000237276	ANO7L1	ENST00000602586
ENSG00000288398	ENSG00000288398	ENST00000671994
ENSG00000132881	CPLANE2	ENST00000375599
ENSG00000233929	MT1XP1	ENST00000421314
ENSG00000037637	FBXO42	ENST00000375592
ENSG00000055070	SZRD1	ENST00000401088
ENSG00000226457	RPL22P3	ENST00000445689
ENSG00000187144	SPATA21	ENST00000335496
ENSG00000157191	NECAP2	ENST00000337132
ENSG00000226029	LINC01772	ENST00000457898
ENSG00000080947	CROCCP3	ENST00000420820
ENSG00000206652	RNU1-1	ENST00000383925
ENSG00000261135	ENSG00000261135	ENST00000562878
ENSG00000285853	ENSG00000285853	ENST00000648419
ENSG00000224174	ENSG00000224174	ENST00000452795
ENSG00000233421	LINC01783	ENST00000415386
ENSG00000277344	RNU1-6P	ENST00000516290
